Link,Title,Subtitle,Description,Price,Location
https://auto.drom.ru/vladivostok/mercedes-benz/cla-class/446604045.html,"Mercedes-Benz CLA-Class, 2015",CLA 180 AMG Line,"1.6 л (122 л.с.),бензин,робот,передний,65 630 км",1 399 000,Япония→Владивосток
https://auto.drom.ru/vladivostok/mercedes-benz/a-class/744724630.html,"Mercedes-Benz A-Class, 2013",A 180,"1.6 л (122 л.с.),бензин,робот,передний,99 000 км",1 200 000,Владивосток
https://auto.drom.ru/vladivostok/mercedes-benz/m-class/486328837.html,"Mercedes-Benz M-Class, 2008","ML 350 AT ""Особая Серия""","3.5 л (272 л.с.),бензин,АКПП,4WD,300 000 км",1 300 000,Владивосток
https://auto.drom.ru/krasnodar/mercedes-benz/e-class/353306387.html,"Mercedes-Benz E-Class, 2006",E 200 Kompressor AT Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,310 000 км",1 250 000,Краснодар
https://auto.drom.ru/voronezh/mercedes-benz/c-class/164303255.html,"Mercedes-Benz C-Class, 2009",,"1.8 л (184 л.с.),бензин,механика,задний,150 070 км",1 379 000,Воронеж
https://auto.drom.ru/spassk-dalniy/mercedes-benz/e-class/948284018.html,"Mercedes-Benz E-Class, 2012",E 250 BlueEfficiency Avantgarde,"1.8 л (204 л.с.),бензин,АКПП,задний,95 812 км",1 300 000,Спасск-Дальний
https://auto.drom.ru/moscow/mercedes-benz/e-class/907206758.html,"Mercedes-Benz E-Class, 2019",,"2.0 л (150 л.с.),дизель,АКПП,задний,469 723 км",1 255 000,Москва
https://auto.drom.ru/novosibirsk/mercedes-benz/c-class/871431502.html,"Mercedes-Benz C-Class, 2012",C 200 BlueEFFICIENCY Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,58 000 км",1 400 000,Новосибирск
https://auto.drom.ru/novokuznetsk/mercedes-benz/c-class/871150880.html,"Mercedes-Benz C-Class, 2013",C 180 CGI AT Особая серия,"1.6 л (156 л.с.),бензин,АКПП,задний,199 000 км",1 375 000,Новокузнецк
https://auto.drom.ru/novosibirsk/mercedes-benz/glk-class/795502789.html,"Mercedes-Benz GLK-Class, 2012",GLK 300 4MATIC AT Особая серия,"3.5 л (249 л.с.),бензин,АКПП,4WD,250 000 км",1 390 000,Новосибирск
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/768373349.html,"Mercedes-Benz E-Class, 2002",,"3.2 л (224 л.с.),бензин,АКПП,задний,240 000 км",1 220 000,Новосибирск
https://auto.drom.ru/prokopyevsk/mercedes-benz/c-class/756201600.html,"Mercedes-Benz C-Class, 2009",C 230 AT Avantgarde,"2.5 л (204 л.с.),бензин,АКПП,задний,22 000 км",1 400 000,Прокопьевск
https://auto.drom.ru/kaliningrad/mercedes-benz/cls-class/611400285.html,"Mercedes-Benz CLS-Class, 2006",CLS 320 CDI AT,"3.0 л (224 л.с.),дизель,АКПП,задний,329 487 км",1 210 000,Калининград
https://auto.drom.ru/irkutsk/mercedes-benz/e-class/602751992.html,"Mercedes-Benz E-Class, 2008",E 230 AТ Avantgarde,"2.5 л (204 л.с.),бензин,АКПП,задний,320 000 км",1 250 000,Иркутск
https://auto.drom.ru/berezovskiy-sverd/mercedes-benz/c-class/591058305.html,"Mercedes-Benz C-Class, 2011",C 200 CGI BlueEFFICIENCY AT Elegance,"1.8 л (184 л.с.),бензин,АКПП,задний,238 000 км",1 299 000,Берёзовский
https://auto.drom.ru/kulunda/mercedes-benz/e-class/581835979.html,"Mercedes-Benz E-Class, 2003",E 220 CDI AТ Classic,"2.1 л (150 л.с.),дизель,АКПП,задний,340 000 км",1 280 000,Кулунда
https://auto.drom.ru/moscow/mercedes-benz/vito/538445026.html,"Mercedes-Benz Vito, 2009",111 CDI MT L1,"2.1 л (116 л.с.),дизель,механика,задний,368 000 км",1 350 000,Москва
https://auto.drom.ru/krasnodar/mercedes-benz/glk-class/519691727.html,"Mercedes-Benz GLK-Class, 2009",GLK 350 4MATIC AT Особая серия,"3.5 л (272 л.с.),бензин,АКПП,4WD,172 994 км",1 217 000,Краснодар
https://auto.drom.ru/surgut/mercedes-benz/c-class/648813689.html,"Mercedes-Benz C-Class, 2011",C 200 CGI BlueEFFICIENCY AT Elegance,"1.8 л (184 л.с.),бензин,АКПП,задний,241 000 км",1 300 000,Сургут
https://auto.drom.ru/surgut/mercedes-benz/e-class/441011434.html,"Mercedes-Benz E-Class, 2004",E 320 AT Avantgarde,"3.2 л (224 л.с.),бензин,АКПП,задний,192 000 км",1 400 000,Сургут
https://auto.drom.ru/engels/mercedes-benz/b-class/419714604.html,"Mercedes-Benz B-Class, 2013",B 180 BlueEFFICIENCY Northern Lights Black Limited,"1.6 л (122 л.с.),бензин,робот,передний,142 000 км",1 320 000,Энгельс
https://auto.drom.ru/surgut/mercedes-benz/c-class/412983957.html,"Mercedes-Benz C-Class, 2008",C200 Kompressor AT,"1.8 л (184 л.с.),бензин,АКПП,задний,171 000 км",1 300 000,Сургут
https://auto.drom.ru/krasnoyarsk/mercedes-benz/e-class/394128249.html,"Mercedes-Benz E-Class, 2007",,"2.0 л (184 л.с.),бензин,автомат,задний,170 000 км",1 200 000,Красноярск
https://auto.drom.ru/nizhnevartovsk/mercedes-benz/e-class/367894882.html,"Mercedes-Benz E-Class, 2008",E 280 AT Avantgarde,"3.0 л (231 л.с.),бензин,АКПП,задний,188 000 км",1 400 000,Нижневартовск
https://auto.drom.ru/alekseevskoe/mercedes-benz/m-class/310928659.html,"Mercedes-Benz M-Class, 2007",ML 280 CDI AT 4MATIC,"3.0 л (190 л.с.),дизель,АКПП,4WD,175 000 км",1 200 000,Алексеевское
https://auto.drom.ru/krasnodar/mercedes-benz/e-class/298222459.html,"Mercedes-Benz E-Class, 2007",E 230 AT Elegance,"2.5 л (204 л.с.),бензин,АКПП,задний,334 775 км",1 200 000,Краснодар
https://auto.drom.ru/ekaterinburg/mercedes-benz/c-class/259237050.html,"Mercedes-Benz C-Class, 2011","C180 CGI AT ""Особая серия""","1.8 л (156 л.с.),бензин,АКПП,задний,200 000 км",1 270 000,Екатеринбург
https://auto.drom.ru/orenburg/mercedes-benz/glk-class/237613060.html,"Mercedes-Benz GLK-Class, 2013",,"3.5 л (249 л.с.),бензин,АКПП,4WD,139 000 км",1 350 000,Оренбург
https://auto.drom.ru/magadan/mercedes-benz/e-class/233921583.html,"Mercedes-Benz E-Class, 2008",E 230 AТ Avantgarde,"2.5 л (204 л.с.),бензин,АКПП,задний,211 000 км",1 350 000,Магадан
https://auto.drom.ru/surgut/mercedes-benz/m-class/227070826.html,"Mercedes-Benz M-Class, 2005",ML 500 AT 4MATIC,"5.0 л (306 л.с.),бензин,АКПП,4WD,300 000 км",1 350 000,Сургут
https://auto.drom.ru/astrahan/mercedes-benz/glk-class/151297162.html,"Mercedes-Benz GLK-Class, 2008",GLK 350 4MATIC AT Особая серия,"3.5 л (272 л.с.),бензин,АКПП,4WD,127 000 км",1 300 000,Астрахань
https://auto.drom.ru/spb/mercedes-benz/m-class/142379864.html,"Mercedes-Benz M-Class, 2008",,"3.0 л (224 л.с.),дизель,АКПП,4WD,230 000 км",1 200 000,Санкт-Петербург
https://auto.drom.ru/voronezh/mercedes-benz/e-class/141137892.html,"Mercedes-Benz E-Class, 2011",E 250 BlueEfficiency,"1.8 л (204 л.с.),бензин,АКПП,задний,212 000 км",1 380 000,Воронеж
https://auto.drom.ru/surgut/mercedes-benz/s-class/136824951.html,"Mercedes-Benz S-Class, 2007",S 500 AT L 4MATIC,"5.5 л (388 л.с.),бензин,АКПП,4WD,301 000 км",1 298 000,Сургут
https://auto.drom.ru/novosibirsk/mercedes-benz/glk-class/53447292.html,"Mercedes-Benz GLK-Class, 2008",GLK 280 4MATIC AT Особая серия,"3.0 л (231 л.с.),бензин,АКПП,4WD,109 000 км",1 350 000,Новосибирск
https://auto.drom.ru/barnaul/mercedes-benz/m-class/51335863.html,"Mercedes-Benz M-Class, 2009","ML 280 CDI AT ""Особая Серия""","3.0 л (190 л.с.),дизель,АКПП,4WD,253 000 км",1 250 000,Барнаул
https://auto.drom.ru/derbent/mercedes-benz/s-class/439792130.html,"Mercedes-Benz S-Class, 2007",S 450 AT L 4MATIC,"4.7 л (340 л.с.),бензин,АКПП,4WD,280 000 км",1 280 000,Дербент
https://auto.drom.ru/novosibirsk/mercedes-benz/c-class/106069253.html,"Mercedes-Benz C-Class, 2010",C 180 CGI BlueEFFICIENCY AT Classic,"1.8 л (156 л.с.),бензин,АКПП,задний,280 000 км",1 350 000,Новосибирск
https://auto.drom.ru/kemerovo/mercedes-benz/c-class/664503939.html,"Mercedes-Benz C-Class, 2010",,"1.8 л (156 л.с.),бензин,АКПП,задний,205 000 км",1 350 000,Кемерово
https://auto.drom.ru/tula/mercedes-benz/e-class/208804010.html,"Mercedes-Benz E-Class, 2011",,"3.5 л (272 л.с.),бензин,АКПП,4WD,204 000 км",1 400 000,Тула
https://auto.drom.ru/tver/mercedes-benz/cls-class/316223674.html,"Mercedes-Benz CLS-Class, 2005",,"5.0 л (306 л.с.),бензин,АКПП,задний,193 425 км",1 380 000,Тверь
https://auto.drom.ru/nalchik/mercedes-benz/e-class/235282994.html,"Mercedes-Benz E-Class, 2006",E 350 AТ Avantgarde,"3.5 л (272 л.с.),бензин,АКПП,задний,43 000 км",1 250 000,Нальчик
https://auto.drom.ru/moscow/mercedes-benz/glk-class/182967650.html,"Mercedes-Benz GLK-Class, 2009",GLK 350 4MATIC AT Особая серия,"3.5 л (272 л.с.),бензин,АКПП,4WD,194 000 км",1 249 000,Москва
https://auto.drom.ru/angarsk/mercedes-benz/c-class/873808010.html,"Mercedes-Benz C-Class, 2012",C 200 BlueEFFICIENCY Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,116 000 км",1 250 000,Ангарск
https://auto.drom.ru/novorossiysk/mercedes-benz/s-class/908230703.html,"Mercedes-Benz S-Class, 2007",,"5.5 л (388 л.с.),бензин,АКПП,4WD,310 000 км,черный",1 250 000,Новороссийск
https://auto.drom.ru/moscow/mercedes-benz/e-class/768048827.html,"Mercedes-Benz E-Class, 2019",,"2.0 л (150 л.с.),дизель,АКПП,задний,336 321 км",1 265 000,Москва
https://auto.drom.ru/moscow/mercedes-benz/e-class/357461284.html,"Mercedes-Benz E-Class, 2019",,"2.0 л (150 л.с.),дизель,АКПП,задний,334 241 км",1 365 000,Москва
https://auto.drom.ru/bryansk/mercedes-benz/m-class/340831800.html,"Mercedes-Benz M-Class, 2009",ML 350 AT,"3.5 л (272 л.с.),бензин,АКПП,4WD,169 648 км",1 400 000,Брянск
https://auto.drom.ru/tyumen/mercedes-benz/e-class/611904489.html,"Mercedes-Benz E-Class, 2010",E 200 CGI BlueEfficiency AТ Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,311 000 км",1 279 000,Тюмень
https://auto.drom.ru/novosibirsk/mercedes-benz/s-class/920957586.html,"Mercedes-Benz S-Class, 2006",S500 L,"5.5 л (388 л.с.),бензин,АКПП,задний,280 434 км",1 340 000,Новосибирск
https://auto.drom.ru/penza/mercedes-benz/c-class/736598811.html,"Mercedes-Benz C-Class, 2012",C 180 AT Classic,"1.6 л (156 л.с.),бензин,АКПП,задний,250 000 км",1 350 000,Пенза
https://auto.drom.ru/novosibirsk/mercedes-benz/c-class/471057883.html,"Mercedes-Benz C-Class, 2011",,"1.8 л (156 л.с.),бензин,АКПП,задний,214 000 км",1 250 000,Новосибирск
https://auto.drom.ru/spb/mercedes-benz/c-class/445647480.html,"Mercedes-Benz C-Class, 2011",C 180 BlueEFFICIENCY AT Особая серия,"1.8 л (156 л.с.),бензин,АКПП,задний,256 000 км",1 200 000,Санкт-Петербург
https://auto.drom.ru/penza/mercedes-benz/s-class/566449708.html,"Mercedes-Benz S-Class, 2010",S 350 AT L 4MATIC,"3.5 л (272 л.с.),бензин,АКПП,4WD,221 000 км",1 290 000,Пенза
https://auto.drom.ru/yalta/mercedes-benz/m-class/335205735.html,"Mercedes-Benz M-Class, 2008",,"3.5 л (272 л.с.),бензин,АКПП,4WD,275 000 км",1 235 000,Ялта
https://auto.drom.ru/habarovsk/mercedes-benz/cla-class/369685559.html,"Mercedes-Benz CLA-Class, 2013",CLA 180,"1.6 л (122 л.с.),бензин,робот,передний,65 000 км",1 395 000,Хабаровск
https://auto.drom.ru/habarovsk/mercedes-benz/cla-class/706031163.html,"Mercedes-Benz CLA-Class, 2013",CLA 180,"1.6 л (122 л.с.),бензин,робот,передний,86 000 км",1 390 000,Хабаровск
https://auto.drom.ru/chita/mercedes-benz/c-class/625811646.html,"Mercedes-Benz C-Class, 2011",C 200 BlueEFFICIENCY Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,120 000 км",1 350 000,Чита
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/614375668.html,"Mercedes-Benz E-Class, 2009",E 220 CDI BlueEfficiency AТ Avantgarde,"2.1 л (170 л.с.),дизель,АКПП,задний,296 171 км",1 380 000,Новосибирск
https://auto.drom.ru/vladivostok/mercedes-benz/a-class/158795802.html,"Mercedes-Benz A-Class, 2014",A 180 Sports,"1.6 л (122 л.с.),бензин,робот,передний,125 000 км",1 220 000,Владивосток
https://auto.drom.ru/tyumen/mercedes-benz/m-class/278443685.html,"Mercedes-Benz M-Class, 2008",ML 350 AT 4MATIC,"3.5 л (272 л.с.),бензин,АКПП,4WD,247 000 км",1 300 000,Тюмень
https://auto.drom.ru/chelyabinsk/mercedes-benz/b-class/293003940.html,"Mercedes-Benz B-Class, 2014",B 180,"1.6 л (122 л.с.),бензин,робот,передний,147 км",1 360 000,Челябинск
https://auto.drom.ru/ekaterinburg/mercedes-benz/m-class/200756274.html,"Mercedes-Benz M-Class, 2007",,"3.0 л (224 л.с.),дизель,АКПП,4WD,265 000 км",1 300 000,Екатеринбург
https://auto.drom.ru/vladivostok/mercedes-benz/m-class/649910626.html,"Mercedes-Benz M-Class, 2008",ML 350 AT 4MATIC,"3.5 л (272 л.с.),бензин,АКПП,4WD,265 000 км",1 200 000,Владивосток
https://auto.drom.ru/habarovsk/mercedes-benz/cla-class/374116878.html,"Mercedes-Benz CLA-Class, 2015",Shooting Brake CLA 180 Sports,"1.6 л (122 л.с.),бензин,робот,передний,137 000 км",1 359 000,Хабаровск
https://auto.drom.ru/rostov-na-donu/mercedes-benz/e-class/908836404.html,"Mercedes-Benz E-Class, 2009",E 220 CDI BlueEfficiency AТ Elegance,"2.1 л (170 л.с.),дизель,АКПП,задний,250 000 км",1 350 000,Ростов-на-Дону
https://auto.drom.ru/krasnodar/mercedes-benz/e-class/639180380.html,"Mercedes-Benz E-Class, 2012",,"1.8 л (184 л.с.),бензин,АКПП,задний,105 000 км",1 349 000,Краснодар
https://auto.drom.ru/chelyabinsk/mercedes-benz/e-class/941644213.html,"Mercedes-Benz E-Class, 1994",,"4.2 л (279 л.с.),бензин,АКПП,задний,500 000 км",1 200 000,Челябинск
https://auto.drom.ru/ussuriisk/mercedes-benz/gl-class/925344793.html,"Mercedes-Benz GL-Class, 2008",GL 450 4MATIC,"4.7 л (340 л.с.),бензин,АКПП,4WD,250 000 км",1 350 000,Уссурийск
https://auto.drom.ru/vladivostok/mercedes-benz/gla-class/897020340.html,"Mercedes-Benz GLA-Class, 2014",GLA 180,"1.6 л (122 л.с.),бензин,робот,передний,102 000 км",1 380 000,Владивосток
https://auto.drom.ru/noviy-urengoy/mercedes-benz/c-class/816242479.html,"Mercedes-Benz C-Class, 2007",,"1.8 л (184 л.с.),бензин,АКПП,задний,195 000 км",1 250 000,Новый Уренгой
https://auto.drom.ru/novorossiysk/mercedes-benz/a-class/710467186.html,"Mercedes-Benz A-Class, 2014",,"1.6 л (122 л.с.),бензин,робот,передний,190 000 км",1 340 000,Новороссийск
https://auto.drom.ru/rzhev/mercedes-benz/viano/680873201.html,"Mercedes-Benz Viano, 2006",2.2 CDI AT Ambiente Длинный,"2.1 л (150 л.с.),дизель,АКПП,задний,460 000 км",1 250 000,Ржев
https://auto.drom.ru/togliatti/mercedes-benz/gl-class/665913993.html,"Mercedes-Benz GL-Class, 2008",GL 450 4MATIC,"4.7 л (340 л.с.),бензин,АКПП,4WD,337 000 км",1 200 000,Тольятти
https://auto.drom.ru/omsk/mercedes-benz/m-class/623346992.html,"Mercedes-Benz M-Class, 2005",ML 350 AT 4MATIC,"3.5 л (272 л.с.),бензин,АКПП,4WD,220 000 км",1 300 000,Омск
https://auto.drom.ru/labinsk/mercedes-benz/e-class/612324894.html,"Mercedes-Benz E-Class, 2008",E 230 АT Avantgarde,"2.5 л (204 л.с.),бензин,АКПП,задний,240 000 км",1 200 000,Лабинск
https://auto.drom.ru/chernigovka/mercedes-benz/cla-class/575309216.html,"Mercedes-Benz CLA-Class, 2013",CLA 200 DCT Особая серия,"1.6 л (156 л.с.),бензин,робот,передний,150 000 км",1 350 000,Черниговка
https://auto.drom.ru/omsk/mercedes-benz/b-class/502169960.html,"Mercedes-Benz B-Class, 2012",B 180 BlueEFFICIENCY,"1.6 л (122 л.с.),бензин,робот,передний,50 830 км",1 325 000,Омск
https://auto.drom.ru/novosibirsk/mercedes-benz/m-class/481056136.html,"Mercedes-Benz M-Class, 2005",ML 350 AT 4MATIC,"3.5 л (272 л.с.),бензин,АКПП,4WD,343 000 км",1 350 000,Новосибирск
https://auto.drom.ru/gorniy-shchit/mercedes-benz/s-class/437102276.html,"Mercedes-Benz S-Class, 2003",S 500 AT L 4MATIC,"5.0 л (306 л.с.),бензин,АКПП,4WD,344 000 км",1 200 000,Горный Щит
https://auto.drom.ru/irkutsk/mercedes-benz/m-class/409693047.html,"Mercedes-Benz M-Class, 2005",,"3.5 л (272 л.с.),бензин,АКПП,4WD,218 000 км",1 250 000,Иркутск
https://auto.drom.ru/svetlogorsk/mercedes-benz/b-class/405487982.html,"Mercedes-Benz B-Class, 2012",B 180 BlueEFFICIENCY Sports,"1.6 л (122 л.с.),бензин,робот,передний,45 000 км",1 330 000,Светлогорск
https://auto.drom.ru/dmitrov/mercedes-benz/m-class/248636037.html,"Mercedes-Benz M-Class, 2009","ML 320 CDI AT ""Особая серия""","3.0 л (224 л.с.),дизель,АКПП,4WD,277 000 км",1 349 000,Дмитров
https://auto.drom.ru/moscow/mercedes-benz/b-class/192132642.html,"Mercedes-Benz B-Class, 2013",,"1.6 л (122 л.с.),бензин,робот,передний,95 000 км",1 350 000,Москва
https://auto.drom.ru/tobolsk/mercedes-benz/e-class/161955688.html,"Mercedes-Benz E-Class, 2009",E 250 CGI BlueEfficiency AТ Elegance,"1.8 л (204 л.с.),бензин,АКПП,задний,260 000 км",1 350 000,Тобольск
https://auto.drom.ru/ivanovo/mercedes-benz/viano/161897314.html,"Mercedes-Benz Viano, 2004",2.2 CDI AT Trend Компактный,"2.1 л (150 л.с.),дизель,АКПП,задний,250 000 км",1 250 000,Иваново
https://auto.drom.ru/shadrinsk/mercedes-benz/s-class/160098460.html,"Mercedes-Benz S-Class, 2007",S 450 AT,"4.7 л (340 л.с.),бензин,АКПП,задний,259 000 км",1 280 000,Шадринск
https://auto.drom.ru/kamensk-shahtinskiy/mercedes-benz/c-class/155679586.html,"Mercedes-Benz C-Class, 2014",C 180 AT Classic,"1.6 л (156 л.с.),бензин,АКПП,задний,180 000 км",1 270 000,Каменск-Шахтинский
https://auto.drom.ru/vladivostok/mercedes-benz/sl-class/147695239.html,"Mercedes-Benz SL-Class, 2004",SL 350 AT,"3.7 л (245 л.с.),бензин,АКПП,задний,115 000 км",1 250 000,Владивосток
https://auto.drom.ru/vladikavkaz/mercedes-benz/clk-class/879630750.html,"Mercedes-Benz CLK-Class, 2004",,"3.2 л (218 л.с.),бензин,АКПП,задний,128 000 км",1 290 000,Владикавказ
https://auto.drom.ru/nadim/mercedes-benz/c-class/472218445.html,"Mercedes-Benz C-Class, 2008",C230 AT,"2.5 л (204 л.с.),бензин,АКПП,задний,305 000 км",1 300 000,Надым
https://auto.drom.ru/moscow/mercedes-benz/m-class/688030465.html,"Mercedes-Benz M-Class, 2011","ML 350 AT ""Особая серия""","3.5 л (272 л.с.),бензин,АКПП,4WD,311 000 км",1 250 000,Москва
https://auto.drom.ru/chelyabinsk/mercedes-benz/b-class/270071090.html,"Mercedes-Benz B-Class, 2012",B 180 BlueEFFICIENCY DCT,"1.6 л (122 л.с.),бензин,робот,передний,167 000 км",1 400 000,Челябинск
https://auto.drom.ru/moscow/mercedes-benz/e-class/414888376.html,"Mercedes-Benz E-Class, 2017",E 200 d AТ,"2.0 л (150 л.с.),дизель,АКПП,задний,240 000 км",1 360 000,Москва
https://auto.drom.ru/omsk/mercedes-benz/e-class/166690044.html,"Mercedes-Benz E-Class, 2003",E 320 AT Avantgarde,"3.2 л (224 л.с.),бензин,АКПП,задний,120 000 км",1 200 000,Омск
https://auto.drom.ru/kemerovo/mercedes-benz/b-class/486977105.html,"Mercedes-Benz B-Class, 2012",B 200 BlueEFFICIENCY DCT,"1.6 л (156 л.с.),бензин,робот,передний,90 000 км",1 350 000,Кемерово
https://auto.drom.ru/kaluga/mercedes-benz/c-class/653906804.html,"Mercedes-Benz C-Class, 2012",,"1.6 л (156 л.с.),бензин,АКПП,задний,256 341 км",1 350 000,Калуга
https://auto.drom.ru/orenburg/mercedes-benz/c-class/867238647.html,"Mercedes-Benz C-Class, 2012",C 250 BlueEFFICIENCY Avantgarde,"1.8 л (204 л.с.),бензин,АКПП,задний,230 875 км",1 200 000,Оренбург
https://auto.drom.ru/krasnoyarsk/mercedes-benz/m-class/898690445.html,"Mercedes-Benz M-Class, 2007",ML 500 AT 4MATIC,"5.5 л (388 л.с.),бензин,АКПП,4WD,251 300 км",1 300 000,Красноярск
https://auto.drom.ru/krasnodar/mercedes-benz/e-class/702392080.html,"Mercedes-Benz E-Class, 2010",,"2.1 л (136 л.с.),дизель,АКПП,задний,184 000 км",1 299 000,Краснодар
https://auto.drom.ru/habarovsk/mercedes-benz/b-class/822421635.html,"Mercedes-Benz B-Class, 2017",B 180,"1.6 л (122 л.с.),бензин,робот,передний,96 000 км",1 250 000,Хабаровск
https://auto.drom.ru/chelyabinsk/mercedes-benz/glk-class/790957907.html,"Mercedes-Benz GLK-Class, 2010",,"2.1 л (170 л.с.),дизель,АКПП,4WD,240 000 км",1 400 000,Челябинск
https://auto.drom.ru/reutov/mercedes-benz/c-class/580973672.html,"Mercedes-Benz C-Class, 2013",,"1.8 л (204 л.с.),бензин,АКПП,задний",1 380 000,Реутов
https://auto.drom.ru/sochi/mercedes-benz/e-class/865197678.html,"Mercedes-Benz E-Class, 2008",,"2.5 л (204 л.с.),бензин,АКПП,задний,450 000 км",1 300 000,Сочи
https://auto.drom.ru/mihaylovsk-stavropol/mercedes-benz/c-class/574521081.html,"Mercedes-Benz C-Class, 2013",,"1.6 л (156 л.с.),бензин,АКПП,задний,116 000 км",1 400 000,Михайловск
https://auto.drom.ru/ekaterinburg/mercedes-benz/e-class/690632317.html,"Mercedes-Benz E-Class, 2010",E 200 CGI BlueEfficiency AТ Elegance,"1.8 л (184 л.с.),бензин,АКПП,задний,161 611 км",1 399 000,Екатеринбург
https://auto.drom.ru/novosibirsk/mercedes-benz/gl-class/738754347.html,"Mercedes-Benz GL-Class, 2007",GL 500 4MATIC,"5.5 л (388 л.с.),бензин,АКПП,4WD,246 000 км",1 250 000,Новосибирск
https://auto.drom.ru/nizhniy-tagil/mercedes-benz/b-class/493975160.html,"Mercedes-Benz B-Class, 2013",,"1.6 л (122 л.с.),бензин,робот,передний,85 225 км",1 200 000,Нижний Тагил
https://auto.drom.ru/saratov/mercedes-benz/e-class/854525095.html,"Mercedes-Benz E-Class, 1998",,"2.9 л (129 л.с.),дизель,АКПП,задний,464 046 км",1 200 000,Саратов
https://auto.drom.ru/ulan-ude/mercedes-benz/cl-class/352407069.html,"Mercedes-Benz CL-Class, 2007",CL 500 AT,"5.5 л (388 л.с.),бензин,АКПП,задний,200 000 км",1 200 000,Улан-Удэ
https://auto.drom.ru/saratov/mercedes-benz/glk-class/635854407.html,"Mercedes-Benz GLK-Class, 2013",GLK 300 4MATIC AT Особая серия,"3.5 л (249 л.с.),бензин,АКПП,4WD,125 000 км",1 400 000,Саратов
https://auto.drom.ru/krasnoyarsk/mercedes-benz/c-class/202581554.html,"Mercedes-Benz C-Class, 2013",C 180 Avantgarde,"1.8 л (156 л.с.),бензин,АКПП,задний,93 800 км",1 335 000,Красноярск
https://auto.drom.ru/vladivostok/mercedes-benz/c-class/937677154.html,"Mercedes-Benz C-Class, 2014",C 180,"1.8 л (156 л.с.),бензин,АКПП,задний,125 000 км",1 370 000,Владивосток
https://auto.drom.ru/petropavlovsk-kamchatskiy/mercedes-benz/s-class/314617690.html,"Mercedes-Benz S-Class, 2004",S 350 AT 4MATIC,"3.7 л (245 л.с.),бензин,АКПП,4WD,173 000 км",1 400 000,Петропавловск-Камчатский
https://auto.drom.ru/vladivostok/mercedes-benz/a-class/653605285.html,"Mercedes-Benz A-Class, 2012",A 180 Sports Edition Next,"1.6 л (122 л.с.),бензин,робот,передний,64 754 км",1 250 000,Владивосток
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/915951765.html,"Mercedes-Benz E-Class, 2010",,"1.8 л (184 л.с.),бензин,АКПП,задний,207 000 км",1 350 000,Новосибирск
https://auto.drom.ru/volgodonsk/mercedes-benz/m-class/902935847.html,"Mercedes-Benz M-Class, 2011",ML 280 CDI AT Grand Edition,"3.0 л (190 л.с.),дизель,АКПП,4WD,200 000 км",1 300 000,Волгодонск
https://auto.drom.ru/moscow/mercedes-benz/c-class/887121275.html,"Mercedes-Benz C-Class, 2010",C 180 CGI BlueEFFICIENCY AT Elegance,"1.8 л (156 л.с.),бензин,АКПП,задний,238 000 км",1 300 000,Москва
https://auto.drom.ru/moscow/mercedes-benz/cla-class/873572604.html,"Mercedes-Benz CLA-Class, 2015",,"1.6 л (156 л.с.),бензин,робот,передний,195 748 км",1 399 000,Москва
https://auto.drom.ru/ussuriisk/mercedes-benz/c-class/811874007.html,"Mercedes-Benz C-Class, 2011",,"1.8 л (184 л.с.),бензин,АКПП,задний,112 000 км",1 200 000,Уссурийск
https://auto.drom.ru/kemerovo/mercedes-benz/m-class/803854621.html,"Mercedes-Benz M-Class, 2007",ML 320 CDI AT 4MATIC,"3.0 л (224 л.с.),дизель,АКПП,4WD,417 000 км",1 200 000,Кемерово
https://auto.drom.ru/astrahan/mercedes-benz/e-class/800342858.html,"Mercedes-Benz E-Class, 2007",,"2.5 л (204 л.с.),бензин,механика,задний,286 399 км",1 235 000,Астрахань
https://auto.drom.ru/kaspiysk/mercedes-benz/s-class/794560523.html,"Mercedes-Benz S-Class, 1993",,"5.0 л (320 л.с.),бензин,АКПП,задний,100 000 км",1 350 000,Каспийск
https://auto.drom.ru/tyumen/mercedes-benz/s-class/790746497.html,"Mercedes-Benz S-Class, 2004",S 500 AT L 4MATIC,"5.0 л (306 л.с.),бензин,АКПП,4WD,210 000 км",1 300 000,Тюмень
https://auto.drom.ru/kemerovo/mercedes-benz/c-class/774395645.html,"Mercedes-Benz C-Class, 2010",,"1.8 л (156 л.с.),бензин,АКПП,задний,205 000 км",1 400 000,Кемерово
https://auto.drom.ru/moscow/mercedes-benz/cl-class/754976433.html,"Mercedes-Benz CL-Class, 2007",CL 500 AT,"5.5 л (388 л.с.),бензин,АКПП,задний,325 000 км",1 250 000,Москва
https://auto.drom.ru/ekaterinburg/mercedes-benz/c-class/721758380.html,"Mercedes-Benz C-Class, 2011",C 200 CGI AT Особая серия,"1.8 л (184 л.с.),бензин,АКПП,задний,282 000 км",1 300 000,Екатеринбург
